batter_position,start_state,end_state,count
2,5,24,1
11,10,16,30
7,3,11,5296
5,11,8,762
11,5,20,23
10,23,19,217
1,19,23,1551
4,5,5,260
10,14,20,478
7,19,25,252
5,14,18,946
2,3,18,227
11,11,22,858
11,11,17,51
6,18,20,407
8,7,24,3
8,1,0,1466
0,21,21,8
9,22,24,5987
0,15,21,2
11,6,18,4
6,6,10,329
1,7,0,12
0,15,15,5
3,14,12,68
6,23,23,1474
4,4,1,820
5,13,14,487
4,15,23,2480
10,13,22,85
7,17,18,1588
4,10,10,1755
9,12,16,2900
10,2,12,1556
8,23,24,8148
5,5,16,635
2,9,8,1606
6,1,6,2110
1,23,26,55
4,21,23,1278
1,5,2,14
5,10,20,5278
10,10,18,5464
10,16,17,14045
7,2,1,1100
9,18,18,2391
4,5,0,84
2,2,3,1647
10,11,9,2
10,14,21,63
5,23,17,14
7,0,4,2429
0,16,16,3
4,13,25,44
10,14,15,1192
5,7,17,13
4,2,6,116
1,3,7,806
4,7,2,36
4,9,12,602
8,12,12,144
5,13,19,280
3,20,25,40
2,20,16,304
3,7,4,31
1,18,19,802
9,12,13,2024
7,7,10,15
7,14,25,22
10,19,20,81
11,1,12,22
3,17,24,53962
5,19,18,888
5,5,13,1573
